Gene	GSM150945	GSM150947	GSM150950	GSM150953	GSM150956	GSM150957	GSM150958	GSM150965	GSM150973	GSM150977	GSM150983	GSM150985	GSM150987	GSM150989	GSM150991	GSM150993	GSM150995	GSM150996	GSM150997	GSM150998
Entrez_780	-0.720683780552	-0.102400147537	0.148221449489	1.22203924881	-1.07543250168	-0.793006568682	-0.0929448124349	-0.159318874866	0.64560582066	0.144651171729	0.804954077615	0.132199355011	0.33750530677	-0.585745266482	-0.580742466942	-0.670155288952	-0.652385858087	0.343909188717	-1.50524949542	3.15897944284
Entrez_5982	-0.331934351602	-1.33739792318	0.886638472663	0.937441970136	1.30102899853	0.263286181894	0.68007815643	-1.48734672013	-1.76807882405	0.780321718617	-1.11880095423	0.218511001341	-1.23070436138	0.536240153994	0.730477474416	0.614543342748	-1.083578901	0.263149319471	-0.248962695463	1.39508794079
Entrez_7318	-0.520039299376	-1.92661020507	-1.36831225891	1.42311819568	-1.00430624741	1.25646477639	0.468761170732	0.0902383769376	0.631201577317	0.212950204228	-0.780954842818	0.980930957155	-1.08865009092	0.715538384759	-1.07017596458	0.381913391302	-0.761617161072	1.48532420116	0.179796892985	0.694427941508
Entrez_2049	-0.296956759235	-1.33206016861	-1.62113272043	1.80813898145	0.217192646843	-1.20245690319	-0.0356160924357	-0.545738039122	-0.249648265787	2.20062047464	-0.168587998572	-0.260172532795	-0.875908146802	-0.0903333447419	-0.161504194349	0.952064881672	1.15923904196	-0.724426829764	0.855534708059	0.371751261206
Entrez_4323	-1.01227880048	-0.792322172911	0.590284234129	-0.575468297552	0.988700758359	-0.893763911811	-0.136153537171	-0.24631338055	-0.829513273713	-0.414763139861	-0.343723648857	0.967818532098	1.80056801177	-0.786639051847	1.04949067039	-1.30911346944	1.61325068955	-0.423731559296	1.63286831854	-0.879196971349
Entrez_8717	-0.959012376263	-0.0814538560596	0.4758905943	0.322484139006	0.268210718478	-0.234606306346	-0.170965999349	-0.306892782336	-1.47403368326	0.165324480996	0.262639791202	0.292921680459	0.837778928812	-1.82760148579	1.37152387768	-0.30986729307	0.426426083808	2.23115137318	0.605440352902	-1.89535823835
Entrez_441263	0.749522290766	-0.379234498016	-0.569578676812	1.07549546552	-0.298063717588	0.397520155409	0.257284680346	-0.104882756046	0.640744515696	0.946985363924	1.914586514	-0.0887005842846	-1.44153029438	-0.43812548261	-1.11172981407	-1.45767317482	1.19277227189	0.238247760252	-2.03411283193	0.51047281275
Entrez_572	-0.302679990385	0.981600574485	0.183557581248	0.781742117717	-0.466618332062	-0.42674823494	-1.0994359445	0.413788334483	1.40313875157	-0.256056222564	0.898830180732	0.636643163255	0.302169212951	1.13390148612	1.08360680384	0.734673007617	-1.51561252703	-1.69563146105	-1.63514545433	-1.15572304717
Entrez_10594	-1.30593446776	1.6813068557	-0.785232884689	2.02339046263	-0.815420736353	-0.544459617005	0.312796032704	-0.207366188642	0.387161233805	-0.0208876481614	0.202278763197	1.25581721309	-0.731763934171	-0.130085330192	-1.17477913933	1.14209427119	-0.934984544644	-0.0685973965746	-1.31100602035	1.02567307556
Entrez_826	0.160179124981	-1.12525002438	1.31954388711	2.47661022556	1.157318529	-0.585757706262	-0.996598970133	-0.411486699054	-0.53259870083	0.0665507647084	1.49089299154	-0.120227237766	0.0752292240127	-1.39572804406	0.683087973042	-0.539137572197	-0.830158239576	-0.356712592459	0.361448856468	-0.897205789701
Entrez_11224	0.0304805291295	-1.30023624155	-1.15164765959	1.64579793439	-0.530711969322	1.29565101118	-0.511058672211	-0.618945877526	0.318823974218	-0.243541018419	-0.206268477126	0.721917518255	0.859180186615	1.07424498784	0.526508770123	-1.31450676312	1.90913756451	-1.03330460455	-1.09048223175	-0.381038961093
Entrez_1982	-0.199785991386	0.92660934499	-0.102738982562	-1.53255432196	0.274618308747	1.53605517255	0.327291390598	0.0378887022942	-0.0627495310583	0.156882161139	-0.663139846984	-0.441331032376	1.05840062161	-1.32440032997	-0.0190110948242	0.213142609401	-2.7037418139	0.735799722615	1.18710526987	0.595659641207
Entrez_8664	1.25192239786	-1.20173129019	-1.1135011438	0.910005807694	0.956609862859	0.259687604761	-0.311950289646	0.985412179985	0.4719200998	-0.517387225692	-1.04982157661	1.54724801511	-0.803429007588	0.81732004366	0.243009582555	-0.790435537498	1.31052073188	-1.08073718755	-1.72475073657	-0.159912331022
Entrez_11315	-0.456643729621	-0.0716410350096	2.06817524598	-0.271739405289	-0.246915551577	1.13284467718	-0.369661498961	1.2011043466	1.54737978475	-0.574742144228	0.262433607793	-1.70812137188	-0.233131551456	-0.820608717636	0.98282550827	0.74356243619	-1.59123772637	-0.389924536074	-0.332843528858	-0.871114809809
Entrez_6727	-1.38462793877	-1.95979156298	0.556542901282	0.409269594085	-1.17693069537	1.81557194648	-0.197221907729	-0.771891375715	1.38740443799	0.336774026693	0.0537176428538	1.25256118618	0.37008532428	-1.03872571288	-0.495819791699	0.533306885973	-1.12677268166	0.440925229358	0.755363450955	0.240259040682
Entrez_2665	-0.178602045007	0.174997435406	-0.00625661334761	0.0625554096061	1.32069133885	1.41051085276	0.199754754591	-1.01323687339	0.554570488961	0.0223412455329	-1.46120011078	-0.277544886982	-1.2269597371	0.615785507168	-0.631749986886	-0.297152573593	0.0245977569963	0.873022966612	1.97417116485	-2.14029609425
Entrez_6135	0.632182608243	-2.32994590713	-1.24099479365	0.330490717398	-1.2455488071	1.53909988107	0.381875599086	0.00908939751208	1.19001572913	0.917478167937	-1.12177229989	-0.29208912968	0.483003810424	1.27202521287	-0.563100139878	0.593836342456	-0.744359508542	-0.638138126495	0.289968433478	0.536882812763
Entrez_6144	0.900925975608	-2.68452289611	-1.33455298346	-0.742498443498	0.207186847376	1.04775361836	0.648667513127	0.940329232224	1.07340541619	0.0667332269166	-0.999046254224	1.24661063207	0.650372298074	0.0353933091664	0.28108116647	-0.206238431251	-0.156302105769	0.490664710569	-1.28496127041	-0.181001561429
Entrez_6152	-0.401118802509	-1.53310359058	-2.42991532138	0.520262274708	0.136098500637	1.68211671581	-0.5475835785	-0.537701138909	0.834575461026	0.496609300007	-1.57517287287	1.15614292825	0.0150834426354	0.757227455557	-0.249071197352	0.31692485346	0.154007656052	0.842264496437	-0.357653693659	0.720007111172
Entrez_6233	-0.00866059612639	-3.00528262877	-0.978366396285	-0.406618024603	-0.128008156042	1.58645608269	0.413553037323	0.805795866791	1.24574276958	-0.202820308724	-0.982682010956	1.44838251986	0.292708823075	-0.0640402958496	-0.618791621718	0.030166395991	-0.301421859036	0.348176187971	0.186196393473	0.339513821362
